City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Shache,CN,38.4167,77.2406,58.23,41,100,4.92,overcast clouds
347,Saquena,PE,-4.6667,-73.5167,72.14,97,86,2.3,overcast clouds
348,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.0,34,100,8.95,overcast clouds
349,Batemans Bay,AU,-35.7167,150.1833,66.0,63,7,1.01,clear sky
350,Zaysan,KZ,47.4667,84.8667,50.11,66,10,1.57,clear sky
351,Tautira,PF,-17.7333,-149.15,87.8,62,20,11.5,few clouds
352,Hirara,JP,24.8,125.2833,71.6,53,20,20.71,few clouds
353,Ambon,ID,-3.6954,128.1814,84.2,74,40,3.44,scattered clouds
354,Hovd,MN,48.0056,91.6419,45.97,40,2,5.32,clear sky
355,Bayeux,BR,-7.125,-34.9322,73.4,100,0,5.75,clear sky
356,Ibimirim,BR,-8.5406,-37.6903,71.49,86,96,5.82,overcast clouds
357,Olinda,BR,-8.0089,-34.8553,73.4,88,75,1.14,broken clouds
358,Geraldton,AU,-28.7667,114.6,73.4,33,0,4.61,clear sky
359,Am Timan,TD,11.0297,20.2827,84.15,10,100,7.34,overcast clouds
360,Sembe,CG,1.6481,14.5806,71.28,89,100,2.13,overcast clouds
361,Axim,GH,4.8699,-2.2405,80.35,81,100,6.64,overcast clouds
362,Thinadhoo,MV,0.5333,72.9333,82.35,61,63,4.7,broken clouds
363,Lavrentiya,RU,65.5833,-171.0,31.93,87,59,10.2,broken clouds
364,San Policarpo,PH,12.1791,125.5072,77.36,93,100,28.01,heavy intensity rain
365,Shingu,JP,33.7333,135.9833,53.6,58,75,19.57,broken clouds
366,Mingyue,CN,43.1069,128.9217,48.24,39,4,10.96,clear sky
367,Salalah,OM,17.0151,54.0924,77.0,50,0,3.44,clear sky
368,Teknaf,BD,20.8624,92.3058,78.39,68,0,3.44,clear sky
369,Oshikango,NA,-17.4,15.8833,66.2,59,88,3.44,overcast clouds
370,Carballo,ES,43.213,-8.691,44.6,76,0,1.14,clear sky
371,Pontianak,ID,-0.0333,109.3333,77.0,94,75,4.61,light rain
372,Rio Grande,BR,-32.035,-52.0986,64.99,94,0,10.25,clear sky
373,Codrington,AU,-38.2667,141.9667,61.99,72,84,10.2,broken clouds
374,Hearst,CA,49.6835,-83.6665,32.0,74,100,2.3,overcast clouds
375,Storforshei,NO,66.4043,14.5233,28.96,80,68,4.27,broken clouds
376,Kazachinskoye,RU,57.6953,93.2761,24.3,71,100,8.46,overcast clouds
377,Jardim,BR,-21.4803,-56.1381,75.9,60,23,2.95,few clouds
378,Amapa,BR,1.0,-52.0,72.73,98,100,4.09,light rain
379,Eyl,SO,7.9803,49.8164,82.24,64,98,10.47,overcast clouds
380,Buala,SB,-8.145,159.5921,85.86,67,97,6.33,overcast clouds
381,Kouroussa,GN,10.65,-9.8833,76.86,74,100,4.23,overcast clouds
382,Eenhana,NA,-17.4667,16.3333,66.2,59,17,3.44,few clouds
383,Northam,GB,51.0333,-4.2167,39.0,18,100,1.01,overcast clouds
384,Kiama,AU,-34.6833,150.8667,70.0,65,12,4.0,few clouds
385,Meulaboh,ID,4.1363,96.1285,78.76,83,87,3.83,overcast clouds
386,Verkhnevilyuysk,RU,63.4453,120.3167,14.02,83,100,12.53,overcast clouds
387,Necochea,AR,-38.5473,-58.7368,64.0,93,42,4.0,scattered clouds
388,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,68,40,13.8,scattered clouds
389,Taksimo,RU,56.3444,114.8794,28.85,54,100,9.31,overcast clouds
390,Shetpe,KZ,44.1667,52.1167,60.28,38,100,4.18,overcast clouds
391,Markova,UA,48.6758,24.4138,38.28,92,99,2.68,overcast clouds
392,Anadyr,RU,64.75,177.4833,26.6,93,90,11.18,snow
393,Vanimo,PG,-2.6741,141.3028,84.69,65,96,4.92,overcast clouds
394,Festus,US,38.2206,-90.396,52.0,81,51,5.39,broken clouds
395,Sri Aman,MY,1.2376,111.4621,71.6,100,40,2.19,heavy intensity rain
396,Girne,CY,35.3417,33.3167,68.0,40,0,4.61,clear sky
397,Dhuburi,IN,26.0333,89.9667,72.91,77,0,10.51,clear sky
398,Awjilah,LY,29.1081,21.2869,77.85,30,80,12.46,broken clouds
399,Ginir,ET,7.1333,40.7,57.85,82,94,4.14,light rain
400,Huarmey,PE,-10.0681,-78.1522,68.79,86,95,7.56,overcast clouds
401,Chauk,MM,20.8833,94.8167,84.04,45,5,2.82,clear sky
402,Xinqing,CN,48.2333,129.5,47.44,59,6,4.09,clear sky
403,Varhaug,NO,58.6147,5.6457,37.0,87,0,1.14,clear sky
404,Cam Ranh,VN,11.9214,109.1591,84.2,61,20,4.61,few clouds
405,Surgut,RU,61.25,73.4167,8.6,78,0,8.95,clear sky
406,Aasiaat,GL,68.7098,-52.8699,6.4,92,100,9.57,overcast clouds
407,Zelenets,RU,61.8849,50.7489,28.4,74,75,13.42,broken clouds
408,Gold Coast,AU,-28.0,153.4333,75.0,56,0,13.8,clear sky
409,Christchurch,NZ,-43.5333,172.6333,66.2,42,0,6.91,clear sky
410,Raton,US,36.9034,-104.4391,33.8,75,90,7.18,overcast clouds
411,College,US,64.8569,-147.8028,53.6,30,1,8.05,clear sky
412,Derzhavinsk,KZ,51.1,66.3167,46.72,78,12,4.76,few clouds
413,Topolobampo,MX,25.6,-109.05,82.4,28,1,4.61,clear sky
414,Osakarovka,KZ,50.565,72.5692,41.88,75,7,0.81,clear sky
415,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.0,44,75,9.22,broken clouds
416,Klaksvik,FO,62.2266,-6.589,46.4,87,100,31.07,light intensity drizzle
417,Qazanbulaq,AZ,40.6192,46.6519,60.8,63,40,4.61,scattered clouds
418,Xinzhou,CN,38.4092,112.7333,53.65,18,0,1.81,clear sky
419,Trincomalee,LK,8.5711,81.2335,79.34,80,95,6.11,overcast clouds
420,Mana,GF,5.6592,-53.7767,78.51,78,57,12.8,broken clouds
421,Kamenka,RU,51.3223,42.7678,41.56,86,0,3.27,clear sky
422,Colares,PT,38.7992,-9.4469,59.0,72,100,5.99,overcast clouds
423,Ulcinj,ME,41.9294,19.2244,37.99,96,100,5.32,overcast clouds
424,Linxia,CN,35.6003,103.2064,50.58,39,0,1.1,clear sky
425,Vostok,RU,46.4856,135.8833,46.94,41,0,5.61,clear sky
426,San Pedro De Macoris,DO,18.4616,-69.2972,80.01,88,40,4.61,scattered clouds
427,Nowe Miasto Lubawskie,PL,53.4208,19.5952,43.0,91,100,7.29,overcast clouds
428,Kaili,ID,-3.4626,120.2147,76.03,71,60,2.51,broken clouds
429,Parkes,AU,-33.1333,148.1833,60.84,36,2,5.53,clear sky
430,Saint-Prosper,CA,46.2117,-70.4811,39.2,75,100,4.61,overcast clouds
431,Bengkulu,ID,-3.8004,102.2655,77.16,83,98,3.18,overcast clouds
432,Sai Buri,TH,6.7013,101.6168,82.4,78,20,5.75,few clouds
433,Bogorodskoye,RU,56.55,37.8833,40.24,76,8,11.25,clear sky
434,Gorin,RU,51.1983,136.6669,44.65,74,43,3.85,scattered clouds
435,Phangnga,TH,8.4509,98.5298,86.0,89,20,3.44,few clouds
436,Shimoda,JP,34.6667,138.95,64.0,51,20,21.85,few clouds
437,Jasper,US,37.2001,-94.3502,48.99,76,75,6.91,broken clouds
438,Yangjiang,CN,21.85,111.9667,73.02,82,100,11.92,overcast clouds
439,Hwange,ZW,-18.3693,26.5019,59.02,69,6,4.43,clear sky
440,Keetmanshoop,NA,-26.5833,18.1333,69.8,40,21,10.36,few clouds
441,Angoche,MZ,-16.2325,39.9086,75.63,60,97,14.54,overcast clouds
442,Tevriz,RU,57.509,72.4042,35.11,83,100,6.15,overcast clouds
443,Fort Nelson,CA,58.8053,-122.7002,42.8,81,90,5.75,light snow
444,Saint-Georges,GD,12.0564,-61.7485,80.6,78,20,17.27,few clouds
445,Tanete,ID,-3.9443,119.7848,84.4,66,48,3.51,scattered clouds
446,Dire,ML,12.2833,-10.9667,83.39,50,92,4.16,overcast clouds
447,Pyay,MM,18.8167,95.2167,83.3,57,2,3.24,clear sky
448,Qandala,SO,11.472,49.8728,80.15,67,0,6.4,clear sky
449,Afogados Da Ingazeira,BR,-7.7508,-37.6392,70.72,82,100,3.24,overcast clouds
450,Grindavik,IS,63.8424,-22.4338,35.6,80,75,18.41,light rain
451,Laubach,DE,50.542,8.9903,44.01,75,100,2.17,overcast clouds
452,Barcelos,PT,41.5388,-8.6151,54.0,81,0,3.6,clear sky
453,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.89,87,38,3.47,scattered clouds
454,Mitsamiouli,KM,-11.3847,43.2844,80.71,76,32,15.23,scattered clouds
455,Rawson,AR,-43.3002,-65.1023,60.85,65,90,18.75,overcast clouds
456,Antofagasta,CL,-23.65,-70.4,60.8,82,0,5.75,clear sky
457,Gayny,RU,60.3071,54.3241,27.73,74,70,9.89,broken clouds
458,Thanh Hoa,VN,19.8,105.7667,73.29,84,100,2.39,overcast clouds
459,Tulum,MX,20.2167,-87.4667,82.0,83,40,10.36,scattered clouds
460,Grand Haven,US,43.0631,-86.2284,43.0,70,40,3.44,scattered clouds
461,Chiplun,IN,17.5333,73.5167,76.15,71,1,0.78,clear sky
462,Minuri,PH,16.535,121.8574,77.59,78,100,6.06,overcast clouds
463,Aswan,EG,24.0934,32.907,75.79,23,0,7.54,clear sky
464,Longhua,CN,23.6137,114.1919,73.26,74,100,1.7,overcast clouds
465,Xiuyan,CN,40.2928,123.2744,53.06,36,0,4.07,clear sky
466,Richards Bay,ZA,-28.783,32.0377,60.35,75,0,10.22,clear sky
467,Tonantins,BR,-2.8731,-67.8022,73.29,99,100,1.5,light rain
468,Sinnamary,GF,5.3833,-52.95,78.93,76,65,14.29,broken clouds
469,Bac Lieu,VN,9.285,105.7244,83.1,70,100,3.53,overcast clouds
470,Bentiu,SS,9.2333,29.8333,83.35,19,81,2.37,broken clouds
471,San Isidro,PE,-12.1167,-77.05,68.0,77,0,11.5,clear sky
472,Phan Thiet,VN,10.9333,108.1,81.68,66,84,3.15,broken clouds
473,Bongandanga,CD,1.5,21.05,70.57,94,100,3.15,overcast clouds
474,Pontal Do Parana,BR,-25.6533,-48.5128,60.01,99,100,4.61,overcast clouds
475,Sola,VU,-13.8833,167.55,89.6,70,75,4.61,broken clouds
476,Caravelas,BR,-17.7125,-39.2481,73.78,78,77,5.99,broken clouds
477,Churapcha,RU,62.0025,132.4325,23.49,69,100,13.58,overcast clouds
478,Kargasok,RU,59.0556,80.8572,22.53,73,99,13.27,overcast clouds
479,Troitskoye,RU,52.9821,84.6757,32.34,84,100,5.86,overcast clouds
480,Chabahar,IR,25.2919,60.643,79.48,61,10,7.11,clear sky
481,Fantanele,RO,46.1167,21.4,43.0,93,40,3.44,light intensity drizzle
482,Sault Sainte Marie,CA,46.5168,-84.3333,33.8,75,75,8.05,broken clouds
483,Plettenberg Bay,ZA,-34.0527,23.3716,66.99,38,0,3.4,clear sky
484,Dicabisagan,PH,17.0818,122.4157,80.11,75,100,15.14,overcast clouds
485,Waipawa,NZ,-41.4122,175.5153,64.4,52,2,9.22,clear sky
486,Lunglei,IN,22.8833,92.7333,70.36,50,0,1.77,clear sky
487,Okha,RU,53.5739,142.9478,34.84,96,72,6.38,broken clouds
488,Kuliyapitiya,LK,7.4688,80.0401,78.8,89,20,3.44,few clouds
489,Vikravandi,IN,12.0333,79.55,81.61,75,27,7.65,scattered clouds
490,Mandalgovi,MN,45.7625,106.2708,49.87,14,20,16.58,few clouds
491,Waddan,LY,29.1614,16.139,76.21,36,100,4.56,overcast clouds
492,Taltal,CL,-25.4,-70.4833,64.67,78,11,5.46,few clouds
493,Qui Nhon,VN,13.7667,109.2333,80.08,66,34,5.06,scattered clouds
494,Palmas,BR,-10.2128,-48.3603,77.0,100,40,2.3,moderate rain
495,Sidney,AU,-33.8679,151.2073,66.2,55,40,4.61,scattered clouds
496,Kita,ML,13.0349,-9.4895,83.71,46,96,3.94,overcast clouds
497,Pangnirtung,CA,66.1451,-65.7125,-0.29,90,24,7.96,few clouds
498,Coahuayana,MX,18.7333,-103.6833,78.8,29,1,11.5,clear sky
499,Loandjili,CG,-4.7561,11.8578,77.0,88,40,3.44,scattered clouds
500,Olafsvik,IS,64.8945,-23.7142,36.97,63,100,15.82,overcast clouds
501,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.37,97,100,2.39,overcast clouds
502,Lazaro Cardenas,MX,17.9583,-102.2,78.31,62,0,8.99,clear sky
503,Flinders,AU,-34.5833,150.8552,70.0,65,10,4.0,clear sky
504,Yulara,AU,-25.2406,130.9889,66.2,34,0,16.11,clear sky
505,San Luis,AR,-33.295,-66.3356,69.48,61,57,5.57,broken clouds
506,Natal,BR,-5.795,-35.2094,77.0,94,75,6.91,broken clouds
507,Homer,US,59.6425,-151.5483,51.8,43,1,4.61,clear sky
508,Dawlatabad,AF,36.4141,64.9053,59.4,54,48,4.36,scattered clouds
509,Viedma,AR,-40.8135,-62.9967,60.19,93,49,11.12,scattered clouds
510,Gopalpur,IN,19.2667,84.9167,80.19,83,0,13.89,clear sky
511,Sadao,TH,6.6388,100.4234,82.4,100,40,3.44,scattered clouds
512,Huari,PE,-9.3333,-77.2333,45.23,86,100,3.36,light rain
513,Hue,VN,16.4667,107.6,80.6,78,20,2.3,few clouds
514,Luderitz,NA,-26.6481,15.1594,77.83,38,7,7.94,clear sky
515,Tiarei,PF,-17.5333,-149.3333,87.8,62,20,11.5,light rain
516,Lufilufi,WS,-13.8745,-171.5986,86.0,89,75,8.05,light rain
517,Ugoofaaru,MV,5.6667,73.0,83.44,72,78,8.88,broken clouds
518,Kashi,CN,39.4547,75.9797,59.0,26,40,4.47,scattered clouds
519,Maceio,BR,-9.6658,-35.7353,73.4,94,75,10.36,light rain
520,Matao,BR,-21.6033,-48.3658,65.43,90,94,1.99,overcast clouds
521,Remedios,CU,22.4947,-79.5458,78.8,78,20,6.91,few clouds
522,Monterrey,MX,25.6667,-100.3167,60.8,63,90,9.22,overcast clouds
523,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.27,82,100,13.33,overcast clouds
524,Saint-Augustin,CA,51.226,-58.6502,32.31,78,13,15.64,few clouds
525,Finnsnes,NO,69.2296,17.9811,26.6,93,85,3.74,overcast clouds
526,Jensen Beach,US,27.2545,-80.2298,82.4,51,1,9.22,clear sky
527,Santa Rosa,PH,14.3122,121.1114,88.0,51,75,5.75,broken clouds
528,Kurumkan,RU,54.3,110.3,33.66,44,58,12.59,broken clouds
529,Oranjemund,NA,-28.55,16.4333,73.33,41,5,5.19,clear sky
530,High Level,CA,58.5169,-117.136,44.6,42,75,12.66,broken clouds
531,Elmira,US,42.0898,-76.8077,44.6,93,90,3.13,overcast clouds
532,Komsomolskiy,UZ,40.4272,71.7189,59.0,36,100,6.91,overcast clouds
533,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,100,75,6.91,broken clouds
534,Miri,MY,4.4148,114.0089,80.6,89,40,4.61,scattered clouds
535,Oksfjord,NO,70.2396,22.3479,33.8,86,0,4.61,clear sky
536,Port Augusta,AU,-32.5,137.7667,64.0,72,90,11.5,overcast clouds
537,Gemena,CD,3.25,19.7667,70.59,96,98,2.98,overcast clouds
538,Cozumel,MX,20.5083,-86.9458,82.0,83,40,10.36,scattered clouds
539,Beaverlodge,CA,55.2166,-119.4361,59.0,36,75,24.16,broken clouds
540,Grenada,ES,37.1882,-3.6067,48.0,87,0,1.39,clear sky
541,Yerbogachen,RU,61.2767,108.0108,9.91,72,93,12.41,overcast clouds
542,Kasama,ZM,-10.2129,31.1808,58.15,88,98,6.87,overcast clouds
543,Camapua,BR,-19.5314,-54.0439,70.3,77,46,0.92,scattered clouds
544,Pasaje,EC,-3.3333,-79.8167,80.6,83,75,2.3,light rain
545,Lisala,CD,2.15,21.5167,69.42,96,100,2.01,overcast clouds
546,Rabo De Peixe,PT,37.8,-25.5833,62.6,100,75,8.05,broken clouds
547,Uitenhage,ZA,-33.7576,25.3971,53.6,94,0,5.75,clear sky
548,Nara,JP,34.6851,135.8049,57.2,54,20,17.27,few clouds
549,Whitecourt,CA,54.1502,-115.6855,64.4,22,90,10.36,overcast clouds
550,Santa Ana,US,33.7456,-117.8678,73.0,63,20,5.75,few clouds
551,Abu Dhabi,AE,24.4667,54.3667,73.4,68,0,3.44,clear sky
552,Pimenta Bueno,BR,-11.6725,-61.1936,72.73,96,100,3.83,moderate rain
553,Qobustan,AZ,40.0824,49.412,48.2,87,0,2.3,clear sky
554,Mogadishu,SO,2.0371,45.3438,82.72,72,19,9.19,few clouds
555,Tarko-Sale,RU,64.9225,77.785,-7.69,97,49,9.82,scattered clouds
556,General Pico,AR,-35.6566,-63.7568,69.53,68,62,11.34,moderate rain
557,San Lorenzo,PY,-25.3333,-57.5333,73.4,83,0,3.44,clear sky
558,Annau,TM,37.8876,58.516,59.0,44,0,6.91,clear sky
559,Maragogi,BR,-9.0122,-35.2225,76.53,84,76,5.23,broken clouds
560,Altamont,US,42.2068,-121.7372,68.0,15,1,5.75,clear sky
561,Luganville,VU,-15.5333,167.1667,84.63,72,93,7.81,overcast clouds
562,Bilma,NE,18.6853,12.9164,85.41,8,100,7.52,overcast clouds
563,Mulege,MX,26.8833,-111.9833,76.64,34,0,5.19,clear sky
564,Prado,BR,-17.3411,-39.2208,75.06,78,13,7.36,few clouds
565,Potosi,BO,-19.5836,-65.7531,47.07,66,0,4.54,clear sky
566,Gamboma,CG,-1.8764,15.8644,73.62,87,100,2.15,overcast clouds
567,Bealanana,MG,-14.55,48.7333,64.94,98,100,3.15,overcast clouds
568,Deputatskiy,RU,69.3,139.9,17.17,71,100,17.58,overcast clouds
569,Bullhead City,US,35.1478,-114.5683,77.0,12,1,19.57,clear sky
570,Alyangula,AU,-13.8483,136.4192,86.0,54,100,9.22,overcast clouds
571,Hualmay,PE,-11.0964,-77.6139,68.0,87,74,7.25,broken clouds
572,Pangody,RU,65.85,74.4859,-8.32,98,53,8.3,broken clouds
573,Adre,TD,13.4667,22.2,74.01,10,100,10.56,overcast clouds
574,Hudiksvall,SE,61.729,17.1036,37.09,68,7,4.7,clear sky
575,Ler,SS,8.3018,30.1418,83.77,41,82,4.72,broken clouds
576,Imbituba,BR,-28.24,-48.6703,69.8,88,75,5.75,broken clouds
577,Huron,US,41.1501,-82.5499,43.0,78,100,3.71,overcast clouds
578,Yar-Sale,RU,66.8333,70.8333,-7.06,98,29,9.82,scattered clouds
579,Solnechnyy,RU,50.7214,136.6319,45.66,69,8,3.06,clear sky
580,Antsohihy,MG,-14.8796,47.9875,73.22,96,100,3.04,overcast clouds
581,Butembo,CD,0.15,29.2833,58.91,84,31,3.71,scattered clouds
582,Asyut,EG,27.181,31.1837,73.4,33,0,3.44,clear sky
583,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,10.36,scattered clouds
584,Burnie,AU,-41.0667,145.9167,60.01,68,28,8.01,scattered clouds
585,Carnot,CF,4.9409,15.8665,70.14,91,100,3.15,overcast clouds
586,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,66.81,21,0,17.87,clear sky
587,Korla,CN,41.7597,86.1469,62.38,22,99,11.41,overcast clouds
588,Kapuskasing,CA,49.4169,-82.4331,44.6,45,100,5.75,overcast clouds
589,Olcea,RO,46.6833,21.9833,45.0,76,90,2.3,light rain
590,Haverhill,US,42.7762,-71.0773,43.0,87,16,2.24,few clouds
591,Sobolevo,RU,54.4299,31.8996,45.27,84,100,13.04,overcast clouds
592,Southbridge,US,42.0751,-72.0334,44.01,81,97,2.77,overcast clouds
593,Umm Kaddadah,SD,13.6017,26.6876,74.8,8,25,13.49,scattered clouds
594,Raga,SS,8.4596,25.678,76.96,24,100,2.53,overcast clouds
595,Domoni,KM,-12.2569,44.5319,79.93,79,92,12.53,overcast clouds
596,Nyrob,RU,60.733,56.7202,25.32,81,48,11.25,scattered clouds
597,San Vicente,AR,-26.6167,-54.1333,62.22,81,13,3.62,few clouds
598,Belebey,RU,54.1167,54.1167,38.64,66,0,7.78,clear sky
599,Raudeberg,NO,61.9875,5.1352,42.01,64,0,8.43,clear sky
600,George Town,MY,5.4112,100.3354,84.2,83,20,2.3,few clouds
601,Port Macquarie,AU,-31.4333,152.9167,69.01,63,57,1.01,broken clouds
602,Nouakchott,MR,18.0858,-15.9785,71.6,78,0,14.97,clear sky
603,Kaeo,NZ,-35.1,173.7833,66.99,59,98,3.15,overcast clouds
604,Ranot,TH,7.7777,100.3213,82.02,72,94,4.72,overcast clouds
605,Janoshaza,HU,47.1194,17.165,42.8,81,75,2.3,broken clouds
606,Talcahuano,CL,-36.7167,-73.1167,57.2,88,90,5.75,overcast clouds
607,Sambava,MG,-14.2667,50.1667,75.65,87,68,5.39,light rain
608,Puerto Rico,AR,-26.796,-55.024,67.93,80,13,3.27,few clouds
609,Alegrete,BR,-29.7831,-55.7919,67.93,77,93,8.61,overcast clouds
610,Sechelt,CA,49.4664,-123.7694,66.99,59,0,3.44,clear sky
611,Pocone,BR,-16.2567,-56.6228,72.59,90,4,5.57,clear sky
612,Lata,PT,40.1629,-8.3327,55.99,81,100,2.51,overcast clouds
613,Kalabo,ZM,-14.97,22.6814,62.15,56,1,7.0,clear sky
614,Egvekinot,RU,66.3167,-179.1667,28.02,99,100,12.46,snow
615,Touba,CI,8.2833,-7.6833,69.4,84,97,1.66,overcast clouds
616,Rebrikha,RU,53.0733,82.3408,35.42,75,98,6.91,overcast clouds
617,Troitsko-Pechorsk,RU,62.7084,56.1964,23.95,88,100,9.06,overcast clouds
618,Bud,US,39.447,-86.1758,55.4,41,1,10.36,clear sky
619,Myrtle Beach,US,33.6891,-78.8867,64.4,68,1,10.36,clear sky
620,Yantongshan,CN,43.2919,126.0094,47.1,54,7,6.44,clear sky
621,Kiruna,SE,67.8557,20.2251,23.0,86,6,5.75,clear sky
622,Kropotkin,RU,45.4375,40.5756,47.66,92,100,6.6,light rain
623,Matara,LK,5.9485,80.5353,77.27,88,100,4.45,overcast clouds
624,Birecik,TR,37.0294,37.9903,57.2,72,0,1.66,clear sky
625,La Victoria,VE,10.2184,-67.3302,82.4,78,40,5.75,scattered clouds
626,Odweyne,SO,9.4092,45.064,71.56,65,6,5.77,light rain
627,Bemidji,US,47.4736,-94.8803,48.99,39,1,6.91,clear sky
628,Dordrecht,NL,51.81,4.6736,43.0,89,82,1.01,broken clouds
629,Kathu,TH,7.9178,98.3332,86.0,94,20,1.14,few clouds
630,Kondopoga,RU,62.2057,34.2614,28.4,80,12,2.24,few clouds
631,Farafangana,MG,-22.8167,47.8333,65.73,65,91,8.97,overcast clouds
632,Roebourne,AU,-20.7833,117.1333,85.66,35,0,16.42,clear sky
633,Atikokan,CA,48.7555,-91.6216,40.57,67,90,4.23,overcast clouds
634,Pundaguitan,PH,6.3711,126.1689,83.55,72,100,9.82,overcast clouds
635,Port Shepstone,ZA,-30.7414,30.455,61.39,81,55,11.99,broken clouds
636,Amahai,ID,-3.3333,128.9167,83.62,70,100,3.4,light rain
637,Manokwari,ID,-0.8667,134.0833,81.82,71,100,1.95,overcast clouds
638,Itacarambi,BR,-15.1022,-44.0919,75.07,42,76,3.67,broken clouds
639,Kashary,RU,49.04,41.0056,43.36,72,18,2.89,few clouds
640,Honningsvag,NO,70.9821,25.9704,36.12,79,55,16.2,broken clouds
641,Svetlaya,RU,46.5389,138.3297,40.37,79,100,15.88,overcast clouds
642,Melong,CM,5.1218,9.9614,68.47,98,100,1.68,heavy intensity rain
643,Yumen,CN,40.2833,97.2,55.29,12,100,0.67,overcast clouds
644,Manitouwadge,CA,49.1215,-85.8403,33.8,80,36,2.3,scattered clouds
645,Ust-Ishim,RU,57.6935,71.1665,37.08,74,100,8.84,overcast clouds
646,Zhangjiakou,CN,40.81,114.8794,52.07,19,0,2.21,clear sky
647,Gat,IL,31.61,34.7642,68.0,83,8,1.01,clear sky
648,Chenzhou,CN,25.8,113.0333,63.66,97,100,1.5,overcast clouds
649,Porbandar,IN,21.6422,69.6093,78.01,85,2,6.89,clear sky
650,Sitka,US,57.0531,-135.33,53.6,66,75,2.91,broken clouds
651,Chebsara,RU,59.2002,38.8356,36.18,83,84,6.31,broken clouds
652,San Cristobal,VE,7.7669,-72.225,84.2,61,40,9.22,scattered clouds
653,Periyanegamam,IN,10.7333,77.1,78.8,89,75,6.91,mist
654,Kankaanpaa,FI,61.8,22.4167,33.8,64,0,1.14,clear sky
655,Conde,BR,-7.2597,-34.9075,73.4,100,0,5.75,clear sky
656,Tupik,RU,54.4253,119.9327,42.1,65,100,3.18,overcast clouds
657,Turukhansk,RU,65.8167,87.9833,3.4,83,88,7.96,overcast clouds
658,Ostrogozhsk,RU,50.8664,39.0756,41.27,81,52,3.96,broken clouds
659,Tura,IN,25.5198,90.2201,70.9,78,1,3.69,clear sky
660,Kidal,ML,18.4411,1.4078,85.57,13,100,10.4,overcast clouds
661,Urucui,BR,-7.2294,-44.5561,75.33,84,96,1.01,overcast clouds
662,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,76.23,74,35,3.22,light rain
663,Katunino,RU,64.3862,40.6298,28.4,86,0,4.47,clear sky
664,Atar,MR,20.5169,-13.0499,74.35,22,0,8.48,clear sky
665,Bella Union,UY,-30.2752,-57.6007,69.84,73,100,6.93,overcast clouds
666,Tjome,NO,59.1109,10.3933,45.0,60,61,5.75,broken clouds
667,Salinopolis,BR,-0.6136,-47.3561,77.76,86,97,10.27,light rain
668,Chegdomyn,RU,51.1167,133.0167,47.44,68,42,1.52,scattered clouds
669,Santa Maria,BR,-29.6842,-53.8069,68.0,83,0,4.61,clear sky
670,Okato,NZ,-39.2,173.8833,57.0,63,100,13.0,overcast clouds
671,Harlingen,US,26.1906,-97.6961,60.8,88,90,12.66,overcast clouds
672,Pipraich,IN,26.8264,83.53,80.13,28,8,2.48,clear sky
673,Karratha,AU,-20.7377,116.8463,86.05,37,0,11.72,clear sky
674,Haines Junction,CA,60.7522,-137.5108,55.4,24,10,6.91,clear sky
675,Guanica,PR,17.9716,-66.908,81.0,85,4,9.08,clear sky
676,Carupano,VE,10.6678,-63.2585,76.96,84,37,9.19,scattered clouds
677,Sarny,UA,51.338,26.6019,37.15,96,11,5.93,few clouds
678,Sukumo,JP,32.9333,132.7333,53.55,55,59,14.47,broken clouds
679,Lasa,IT,46.6166,10.7002,37.0,74,0,6.91,clear sky
680,Kuytun,RU,54.3419,101.5036,23.72,58,6,1.25,clear sky
681,Vidalia,US,32.2177,-82.4135,71.6,56,40,6.91,scattered clouds
682,Santa Rosa Del Sur,CO,7.9644,-74.0544,72.7,87,98,3.67,overcast clouds
683,Vigrestad,NO,58.5667,5.7,37.0,87,0,1.14,clear sky
684,Saint Anthony,US,45.0205,-93.218,54.0,32,90,9.22,overcast clouds
685,Yelizovo,RU,53.1873,158.3805,50.0,34,100,8.95,overcast clouds
686,Marzuq,YE,14.4,46.4667,66.67,40,0,3.38,clear sky
687,Camacha,PT,33.0833,-16.3333,60.8,77,40,8.05,scattered clouds
688,Seoul,KR,37.5683,126.9778,53.6,50,20,9.22,few clouds
689,Senanga,ZM,-16.1167,23.2667,62.06,54,8,8.81,clear sky
